🉁,三
摽,漂僄鏢標彯抛𢿏𢶏𢸂𢹰𢿖𠬪
摾,弶
摿,㨱搖
撁,牽縴
撂,㨼㧫
撄,攖
撅,噘橛掘𢴺
撆,撇
撇,丿撆蔽憋瞥
撉,撴
撊,𪭾𢵧僩瞯橌
撋,捼㨎
撌,鞼
撍,揝篸鐕
撎,厭揖
撏,挦探𢸧𢸱𧅩𪮐
撐,撑𢴤𣥺樘
撑,撐樘𣥺摚𢴤䟫蹚争挣
撖,㩒
撗,横擴
撘,搭
撙,尊樽繜𠟃
撜,𢿧拯
撝,㧑揮䟩撝
撝,撝
撟,挢矯譑𢱪
撠,戟
撡,操摻
撢,探𢶁撣𢺬掤䟡磹趻
撣,掸擅担撢
撦,扯偖
撧,𪮖絶絕
撪,㨧
撯,擆左着
撱,㨊
撳,揿搇𢵡欽擒
撴,撉
撵,攆
撶,𫼧划
撷,擷
撸,擼
撺,攛
撽,擊𢶡邀𢵿
撾,挝
撿,捡揀𢮦𢺅
擀,扞
擃,𫼮搑
擄,掳虜
擆,㨋撯𢷷
擈,撲樸
擉,拺𧣫
擊,击隔撽覡撃㨻
擋,挡攩
擎,鯨㢣𢍸檠擏
擏,儆檠擎𢫝
擐,揎𢸃
擑,接
擓,㧟㨤𢶘
擕,携攜
擖,𢱴捔曷格榾葛郭
擗,辟擘
擙,奥歐
擛,聶
擜,㩵
擞,擻
擟,𪭧
擥,㧛攬𢱯㩜
擩,㧫㨎
擪,厭𢵤㩎擫
擫,𢬍擪㩎
擭,獲
擮,𢷿截
擰,拧𢴕
擳,幯
擵,摩
擷,撷𨘓𪆋襭㩪
擸,獵躐𢴫
擹,攤
擻,擞
擼,撸
擿,抵摘㰅𢱦擲
攂,擂𢺢
攃,撒擦礤
攄,摅捈𪭼
攆,撵碾
攇,搟
攈,捃攟
攉,榷搉
攊,𫾐擽
攋,𪮶櫴揦
攍,㨕
攎,𢫘攞
攏,拢𢲣
攐,搴攓
攑,𫽥㩮
攒,攢
攓,蹇搴𣟋攐㩷
攔,拦
攕,櫼㡨摻㩥揱
攖,撄
攗,𣟸𢥄
攙,搀欃鑱
攛,撺𢺱
攞,𫽋攎
攟,捃攈𢹲
攠,摩
攡,摛
攢,攒鑽酇欑攅攥
攥,揝攢𢸆
攦,捩擽
攨,搲
攩,挡𫽮擋擴黨
攰,㩻
攱,庋
攲,欹𤿯㩻𢻪敧
攺,改𢻰𢻷
攼,捍㪋
攽,𠚼頒
敀,𤽐迫
敂,叩𢼒扣
敃,𢽹暋紛𢾞𣇻
敄,劺務
敆,㪉合
敇,策敕𢽟
敉,侎𢘺
敊,收豉
敋,𢼛摑𢼽
敌,敵𢼤
敎,教𢼅𤕝𢻍𧧿
敐,㲀
敒,伸
敓,對奪𢼠敚𡜎
敔,圄圉梧𢾵禦𢻊
敚,敓
敛,斂歛
敜,捻
敟,典
敠,敪掇
敡,𫾻
敤,㪙
敥,𢽻烄
敧,𢽽槣𣀬𨜅攲𢼨
敨,㪗
敩,斆𢽾
敪,敠
敫,皦
敭,扬𢾙揚
敮,𥈸𢻗
敯,𢾞暋
敱,敳𣪱
敳,敱
敶,陳𢽬陣
敺,驱𢿛驅嫗歐毆駆駈
敻,洵夐
敽,敿𣪽
敾,㪨
敿,敽𣪽
斀,𣀈劅椓𢻧
斁,𣀇射繹歝殬𤢕
斄,犛𠩬𣮉氂䋱
斅,𢽾斆學教学斈
斆,敩斅
斊,斉齊亝
斋,亝齋侢
斍,覺
斒,𢼶豳𣁊
斓,斕
斔,螤庾斞鍾
斕,斓𣁣瞵𢿻𢒞
斖,亹𣁫
🈛,料
斚,斝𠬂
斝,稼𠬂䑝斚
斞,庾斔𣂂
斢,𪏡黈紏
斣,𣂌
斨,析折
斩,斬
斪,𣃖
斮,斫作剒𢧉𢨈𣃀
🈟,新
斱,斫
斲,斫㓸𣂪𣂡𣃃𣃂𣃆斵𣃋𣃏𦘣𨮕𨯴𠠇
斳,𣂷芹𣂼
斴,㔂𣃌粼
斵,斫斲
斸,𣃁劚欘钃
斺,𣃘
斻,桁航𣃚
斾,旆
斿,旒遊𣽩
旂,旗
旈,旒
旉,敷
旊,瓬
旍,旌
旐,𣃿
旑,旖
旓,梢
旖,旑
旘,幟
旚,𣄔𣄦𣄪飄
旜,旃
旝,會
旞,𣄚𣄧
旟,輿𣄊
旣,既
旣,既
旤,祸禍𣄸禍
旪,協
旮,旭
旰,𣈨旴盰盱𣆙
旳,的𤾠
旴,晇𤕐旰盰盱旭
时,旹時
旷,曠
旸,暘
旹,时文時
旼,旻
旽,暾
旾,春
旿,晤
昀,昒
昁,𥄔
昈,户𥄅
昉,昘昞
昋,香炅
昒,𠯳𡆳𡆷𡇆曶𣇤㫚昀𦙑
昖,㫟
昗,昃
昘,曼昉訪
昙,曇
昚,慎愼
昛,昧
昞,昉炳昺
🈙,映
昢,𣅽艴
昣,𣆋
昤,㬡𣌟
昦,昊
昪,𣅹忭
昫,朐煦
昬,昏
昰,是夏
昱,翊翌翼煜
昲,曊䟮伏伕咈
昳,逸
昷,温𥁕溫𣌬
昸,冬
昺,炳昞
昻,昂
昽,曨𬊊
显,顯㬎
晅,𣉖𣇥𣈶暅
晇,旴
晈,皎
晌,曏餉晑
晍,曈
晑,晌
晓,曉
晔,曄
晕,暈
晖,暉
晘,旱
晙,𣇚
晚,免輓𣆛晩𣆶板
晛,𬀪㬗晲
晜,昆𥊽罤𣋥
晠,晟盛
晡,𣆫𣇀𣆵
晣,晢㫼
晥,𣆿皖
晫,倬
晬,𣅢睟
晭,㫶
晱,睒
晲,𣅸晛
晳,晰析皙
晻,暗渰奄隌
晾,涼量暻
晿,晶
暀,旺𣇭𣈧
暂,暫蹔掺
暅,𣈶晅
暋,閔敃𢽹敯㬆
暌,睽
暍,㬞㷎𤸎
暏,曙
暐,𬀩㬙
暒,晴晴惺
暓,𣊃瞀
暜,普替暜
暜,暜替
暞,曒
暟,𬀱皚
暠,皓皜
暣,𣅠氣
暤,昊暭皞皥
暧,曖
暨,届𠕨𡍳𡮧臮曁
暬,褻𣊮
暭,曍暤皥皞皡
暱,昵
暲,章
暳,㬩
暵,焊
暺,㫜
暻,景晾
暿,熹
曀,㙠𣌐
曃,𣇨𪒡𥊵
曅,曄𣊚
曆,历暦厤歷厯𢍷
曈,晍
曊,𪰶昲
曋,瞫
曌,照瞾
曍,暭皞
曎,𠓋燡
曏,向𬁠嚮晌𧬰
曐,星
曑,參
曒,暞皦
曓,暴𣊴
曗,曄
曘,𣊵
曛,熏
曟,晨辰
曡,叠疊
曣,宴𣋅㬫晏
曤,𣉒
曥,𣆐
曨,昽
曪,腊
曫,𬁢
曬,晒㬠䵘
曯,燭
曶,忽昒㫚𠯳𡇆𡆷𡆳
曺,曹
曻,昇
朁,㬱僭替
朂,勖
朄,𣌾𢃿𣍃
朅,曷
朆,㬟
朇,裨
🈷,月
🈶,有
朊,脘䏓
朌,肦頒
朐,胊軥昫𠣪葋
朒,肭胬肭
朓,脁
朘,脧臇全𡱥䘒𧗔
朙,𬚽明
朚,𦟁忙盲
朜,㬿
朡,𦡙𣍶艐
朡,艐𣍶
朢,望𣍢𦣠
朣,膧𧬖
朤,朗朗𣊧
朥,𦛨𫆟
朩,木𣎵
术,朮術秫木𣎵
朳,㭭捌𦓧
朵,朶𣎾杂𣎿𣏻桗挅䒳𣎻
朹,𣏒簋𬄵
朻,𣎹樛
朼,枇
朾,檙𢾊𢿦㨃揨檉𣛆打
杀,殺剎𣏂唰刷
杂,襍雜朵
权,權権
杄,櫏杆
杅,桙
杇,𣏓圬𣑀𢫸釫
杈,叉丫支杞權
杊,𣖼
杋,㭄𣏆楓
杌,机柮阢卼
杍,梓李
杒,梕軔
杕,枤舵
杘,𣐉柅𣒺屎
杚,𣏙概
杝,迆離籬柂
杦,杉
杧,𣙷芒
杨,楊
杩,榪
杫,㮐𣘩𣏡
杬,芫㭇
杮,柿沛肺𣏕拔
杴,檶𣞘㸝鍁
杶,櫄𣝙𣠍椿橁杻
杸,殳
杻,𫞈杽杶
杽,杻扭鈕𨥋
枀,松榕
极,極㭲笈
构,搆構乚抅
枆,楙㮘
枈,枇
枊,昂抑柳
枍,𣕆
枎,柎𣞒
枏,楠柟
枑,互𣏛𣏳
枒,丫椰𫃎𫇩
枓,斗𣙞梪𣠰𣏸
枖,夭𣓎
枘,内鈉
枙,𣐖厄軛栀兀
枞,樅
枟,橒𣐀檀
枣,棗𠄬
枤,杕
枥,櫪
枧,梘
枨,棖
枪,槍鎗
枫,楓
枬,𪳄
枭,梟
枮,椹笘
枰,檘
枱,柌𣙼𤹇耛𨐠鈶檯
枲,葈𦂅䢄
枵,囂𢪶
枻,栧
枼,世枽楪葉亲
枽,枼桑
枾,柿𣐈柹
枿,蘖𣔏𣕀櫱
柂,杝拖舵柁
柃,㯪
柅,杘抳鑈𣐓
柇,𤖱
柈,槃盤㮽椚𠰢𧜞
柌,枱𣙼鈶
柍,楧
柒,七漆
柕,楙
柗,松枩梥
柙,匣㘡𣘭𧆥梜
柛,神
柜,櫃矩櫸
柟,楠枏
柠,檸𣜏楮
柡,栐
柣,𤙈榍
查,査楂槎樝
柦,柤㮽
柫,柭拂𣔉
柭,𢬌𣐪柫枝
柰,奈㮏
柲,閉㧙鉍䪐𫼣
柷,祝拀
柸,杯
柹,柿枾𣏕
柺,拐枴㭈
柺,枴
柽,檉桱𣐕
栀,梔枙
栁,柳桺橑
栅,柵筴棚
标,標漂蔈
栈,棧桟
栉,櫛
栊,櫳㮠
栋,棟
栌,櫨
栎,櫟
栏,欄
栐,柡
树,樹𣝉
栒,簨𣕍橁
栔,契𣓇
栕,𣐵桭棺
栚,𣒁㮳㯢𣔷
栜,梀
栝,括𣐸桰㮇𣕊
栟,栟
栟,栟
栠,栣
栣,栠
栧,曳枻
栬,紗
栭,栮荋𣚊
栮,栭
栯,㮋
栰,筏橃
栳,䇭
栵,𣔜𣖊
栶,因𪱻𬃼
样,樣
栻,式
栾,欒
桄,横
桅,梔𥍨
桉,案
桊,棬𣗷𢍕
桌,槕卓棹
桒,桑
桒,未桑
桕,𣓌梂
桗,𣑫朵
桘,槌椎
桚,㭮拶
桠,椏
桡,橈
桢,楨
桤,榿
桥,橋
桦,樺
桨,槳
桩,樁
桪,樳
桫,𣘡桬
桬,桫
桭,栕
桮,杯𠥀𦈧𦈶𠤯
桯,楹
桰,栝檜
桱,𣐕柽
桳,㮥軬
桵,㮃
桸,獻
桹,榔樃葶𪳄
桺,柳栁𫞉
桼,七漆𢒡𣑰㯃
梀,栜
梂,桕𬄵
梄,槱
梊,摕
梋,鋗鐶
梌,㭸
梎,根梍
梐,㯇
梒,𪳶
梕,杒
梖,𪱷
梘,枧筧
梙,槵
梚,㭸
梜,𬂩挾筴丫柙𦭖
梡,棵㯘
梣,𣘕橬𣠟
梤,𣔄棻㯣
梥,𡨭松枩柗
梩,杞耜㭒
梪,豆枓
梫,𣖽
梮,挶輂䡞㮂檋
梲,棁
梴,筵
梸,棃㰀檑梨
梾,棶
梿,槤
检,檢
棁,脱鋭梲
棂,欞
棃,梨剺黎梸
棅,柄
棇,樬楤𣚜
棎,𣔻𣖒
棏,㭙㯖
棐,菲匪篚榧費𩇹
棑,𣔉排榧
棓,部杯棒𣘙㯁𤗏
棖,枨𣥺尗
棛,𣚥
棜,㭚
棞,梱
棢,輞
棤,𣛵
棥,樊楙
棨,啓稽𢧊
棪,𣝎
棬,桊𥁠𥁸
棭,掖
棰,箠捶
棱,稜菱楞
棵,梡𤖇科窠
棶,梾
棷,菆藪
棻,紛梤㯣𦯲𦯳
棼,枌紊蕡
棽,𡹚
棿,掜輗隉
椃,𣘫
椉,乘乗𣔕
椊,脆㯜
椐,櫸
椑,辟𣔬𣝁
椓,㭬𢽚𨧧斀
椔,椔
椔,椔
椗,碇矴
椘,楚
椝,槼
椟,櫝
椠,槧
椤,欏
椫,樿
椭,橢
椮,槮
椯,𣖃𣜅𦓝𣛹
椱,𣘅
椲,㭏楎
椵,枷椴
椷,缄緘函㮭𪳶
椸,提𤕮𤕴𤖌䈕箷㮛
椻,揠
椾,笺箋棧㮍牋
楂,柤查槎樝𧵆𬂮𦳘楂
楂,楂
楃,幄
楄,㭊
楇,𣒌輠
楈,胥
楋,㯿
楍,本
楎,椲
楐,庎
楑,揆
楒,思
楖,櫛
楗,揵蹇𨵭鍵
楘,柔𣖶𨍎𨎸鞪
楛,枯
楣,𣖙
楤,棇
楥,楦榬援
楦,楥𩋢
楧,柍
楨,桢貞
楬,傑概櫭毼䥟𥴭
楶,㮞
楺,揉煣
楻,艎
榃,墰
榄,欖
榅,樢榲藴
榆,輸摇楡
榇,櫬
榈,櫚
榉,櫸
榍,楔𣕋柣
榏,艗
榐,𣡃𣒅碾盞
榓,樒櫁
榖,谷㝅告慤𣖫穀
榘,矩
榙,㯚𣚞
榝,𬂮𣛶蔱樧
榟,梓
榡,素
榢,架𣕧
榣,榣
榣,榣
榤,桀
榥,幌
榦,干幹𣘒
榨,搾窄苲𨢃醡𨢛𨢦𨢧𨣜𨣮
榪,杩
榫,㔼笋筍
榬,楥𥰟
榭,謝射𣛘豫
榰,振
榳,㨩
榷,搉𣙜攉𣒆𣓘㰌𨢜
榺,𣚗滕
榼,𣖁𥃕醘𨢸
榽,𣕆
槀,槁稾犒
槅,鬲
槆,橁
槈,耨鎒
槏,廉𣓅𥻧
槑,梅楳某梅
槒,慉
槔,𣓌槹橰
槕,桌卓
槖,橐𢅍
槗,橋
槚,檟
槛,檻膁
槜,檇
槟,檳
槠,櫧
槡,桑
槣,敧
槤,梿連
槥,轊檅櫘橞
槩,概㮣槪
槪,概槩𢷽
槪,概
槮,椮簪𣚈𣟹蔘罧
槰,𣟀棒缝逢
槱,𪳝楢𣜃𥙫禉炒梄𤍕
槳,桨㯍𥶝𥷃䒂
槴,㨭
槵,梙
槶,椢幗䈐簂
槷,楔槸臬闑
槸,槷𣞕
槺,㝩䆲𨻷
槼,规椝規
槾,樠鏝
樀,㭙𣚌㰅
樁,桩
樃,桹
樄,陳
樆,㰚離梨
樇,𣘀
樉,𣜪
樍,𣜇
樏,𣚎欙虆
樐,橹櫓
樑,梁
樕,𣙙㯈
樘,棠橖橕𨎋撑撐
樚,櫝
樜,𣙃柘
樝,𣙁楂柤查𣕈
樠,𣗊榔槾
樤,𣔌條
樦,䇠
樧,𣛶榝
樬,棇
樯,檣艢
樱,櫻
樲,𬃘
樳,桪尋
樴,枳職杙𣖿
樷,叢䕺藂
樻,匱𣟨櫃
樼,榛
樾,𣙾𣜀
樿,椫
橀,𣕆
橁,槆栒絢杶
橃,栰筏𦪑把法𣚒𫭨
橅,𬂠模撫
橆,無蕪𣞤
橊,榴
橌,㯗橺撊
橍,𣜝
橏,𣜆
橐,槖𡇈𢅍𢄿
橑,轑𢄷𣟆栁𥃥
橒,枟
橓,蕣
橔,𧝋礅
橕,樘牚
橖,樘
橚,楸梢櫹
橛,橜撅嶡厥𣐍氒𦪘𣖬
橜,橛
橝,覃𣡣
橞,槥櫘
橠,㰙
橣,檸
橤,蕊𣛚𦁞繠
橥,櫫
橧,曾增繒竲𧲅称𢩭𥢜𥢥𤎰
橨,𤖘䒈
橩,𣜧𢶇焭
橪,㮒
橫,横
橬,梣
橭,枯𣖥
橮,柳
橯,𣓿耮𥢒
橰,槹槔
橱,櫥櫉廚厨
橳,椦
橷,𣘛
橹,㯭樐櫓艣艪
橺,橌
橼,櫞
橾,操鍬
檁,檩
檂,𬂰崬
檃,檼櫽
檅,槥
檆,杉
檇,槜㰎欈
檈,𣞲
檉,柽朾
檊,杆
檋,橋𣐊𣔑𣞶𣡴輂蹻梮
檏,樸
檑,櫑礧侕梸雷𬃗
檒,楓風梵𬱾
檔,档𨎴
檖,邃𣔾
檘,枰檗
檙,朾
檚,楚
檛,𥬲
檝,楫
檞,𣟲
檟,槚夏榎
檡,菟
檤,𣜦
檥,艤㩘
檦,㯹
檧,䈡䉥
檨,樣
檩,檁
檫,𣘤
檭,𣘴
檯,台枱
檰,㰃棉
檱,棋棊
檲,𣑝
檴,樺㯉
檵,杞
檶,杴
檷,𪱾𣠝𣐐鉨鈮鑈
檹,𣚂
檼,檃櫽
檽,㮕𣚐
檾,𣘑𤍔䔛𦼖苘
檿,酓𣝓
櫀,棋棊
櫄,杶椿𣝙
櫅,𪲎
櫆,魁
櫈,凳
櫉,橱
櫋,𣝼
櫌,耰
櫍,𬃊質
櫎,衡幌横挄
櫏,杄𣘝
櫐,蘽
櫒,𣘤
櫔,栃杤𣜜
櫕,欑
櫖,樗
櫘,槥橞
櫙,蓲
櫜,𡒩𩏤𩎦
櫝,椟匵樚
櫠,𪲮
櫡,𣃈𣃑𥗁鐯𨮿箸
櫥,橱
櫧,槠楮䡤
櫩,檐𢸴
櫫,橥
櫬,榇藽𧅜
櫭,楬
櫮,萼
櫱,孼蠥蘖𣡌枿𣔏㮆𣖂𣕀𣠌𣎴𢮡
櫲,𣛿豫
櫳,栊㰍槞
櫴,攋
櫶,𬃫
櫷,𪳥
櫸,榉欅𣟱柜椐
櫹,橚
櫼,㰇攕杉
櫽,𬄩檃檼
櫾,柚𣟾𣠡
欁,農
欂,薄榑𣝍𦼭
欃,攙𣔵𣛳𣝊㸥𣗸
欆,𣏪𢅻
欇,𪳍𣠞聶
欈,檇
欉,叢
欋,𦔬
欍,𣐤
欏,椤
欐,𪲔麗
欑,𪴙櫕𣪁攢鑽
欓,𣗋𥸈
欗,𬅉欄欄
欘,𣚚斸
欙,縲樏蔂
欚,𣜡𦪶𦫆𦫈麗
欛,杷𣠽耙𢺞
欜,𣡪
欞,棂櫺
欢,懽歡讙驩寬歌𡂷歎
欤,歟
欥,𬀨
欦,㰹𣢺𣢝
欨,呴
欪,咥
欫,缼
欬,咳噫𤸺
欮,蹶掘瘚
欯,咭
欰,㖅
欱,𣣹𦦕𣣥
欳,喟𢼾㕟
欵,款
欶,嗽𠲿嗍
欻,歘㗵
欼,𠭋嘬𣣯㱀歠
欿,鍖坎𣣻𣤉歘𣢌
歀,款隸
歂,喘𣤀
歄,𬅥
歅,湮
歈,愉𣤏𢋅
歊,蒿歒𣤙
歋,𣣢
歍,鳥嗚
歏,歎
歑,𣣕𣣍呼
歒,歊敵
歕,𬅫噴
歖,喜懿㰻
歗,嘯
歘,欿欻
歜,𧃏𣥀
歝,斁
歞,𪴯
歠,吷𠽶𡂜𣤌欼哾
步,𣥗酺埠𡵯歨𣥶𩣝歩𣥕
歧,岐枝𣥖䅩跂𢺵
歨,步𣥕
歫,距拒
歬,前偂
歭,偫踟跱
歮,澀渋澁
歰,𣥒澀翣
歱,𣦟踵
歲,岁嵗㒸亗㞸𢧁𢧡歳𫞓𢧍
歵,賾𧶷
歷,历歴𠪱鬲磿栗壢櫪厤𡿌𢍷𢊆曆厯𡻤
歺,歹𣦵
歼,殲
歽,折
歾,物刎殁歿圽
殁,刎𣧒歾歿𣨏没
殂,徂𡲡𠹨𣧫𣨐𣨖𣩋𡲂
殅,夝
殇,殤
殑,𣩦
殒,殞
殓,殮
殔,肂
殗,𣩯痷𩳢
殙,𣨯𣧟㱪𩔉𣧾
殚,殫
殛,極
殜,𣨚𣩣𣩨𣩫
殟,𩑥殟
殟,殟
殠,𣧁臭
殡,殯
殢,𣨼𣧂
殣,墐覲饉𣩲
殥,寅
殦,鴟
殨,㱮潰
殬,擇𣧃睪斁
殭,僵
殮,殓㱨
殰,㱩瀆𦢌
殸,磬聲
殹,𥏏
殽,淆𫾼肴效崤
毁,燬譭𡒂𢾌䃣䛼𪑺毀
毂,轂
毃,敲
毄,𬆦𣪠𠿉
毇,𥼹𥽂𥵓𥶵𥸃𥽿𥸋
毈,㱭段
毉,瑿醫
毊,𪵑
毌,田彎貫毋母𣫬
每,謀𡴋𡴕𣫭毎𡴋
毑,姐𣫰
毕,畢
毖,祕泌
毗,毘庳𤰨𣬈𣬉𣬖
毙,斃獘
毚,𫥎㺥纔鑱饞
毜,粍
毞,紕𣭁
毠,袈𣮫𣮱𣭠𧛣
毡,氈氊
毣,眊𣭜
毤,𣮆毻
毦,𣭞
毧,绒絨㲨𣮪
毨,𣭡𣭟𨾷
毩,毱
毮,毟
毰,𣯱
毱,毩𣮴鞠𣮕𣯲𣮓
毴,屄
毵,毿𣮟
毶,𣯶
毷,𣯀
毸,𣯧𣯯
毹,𣭴𣭵𣯁𣮵毺氀𣰎𣰟
毺,毹
毻,毤𣮲
毼,鶡楬𣭸𣯇𣰌
毽,𨪅
毾,𣯚𣯈𣯾𣰅𧝅
毿,毵𣯶𣯺
氀,毹㲎𣰝𣯫𣰢
氂,牦𣯷毛斄𣭭𣮋㲠𣯕𣯛釐犛
氄,𤮤𣭲𣯍𣰇䩸𣰲𤮡𧝢𥎜㲝
氅,𪅶𣰉
氆,𣯽
氇,氌
氉,𣰕
氊,毡氈𩯤
氋,𣰥
氌,氇𣱀
氍,𣭂𣭳㲘𣮔𣯒𣯑𣰋𣰠𣰧𣰻𣰽𣯸
氎,㲲𣯉𣰭𣰸𧟕
氐,柢低抵𢎮𢎶互
氒,橛厥
氕,氣
氖,氝
氙,氥
氜,陽氦
氝,氖
氡,氭
氢,氫
氥,氙
氦,氜
氧,氱養
氩,氬
氪,克𢚛
氫,氢𣱮
氬,氩
氭,𣱝𣱨氡
氮,淡㲷
氯,㲶
氰,𩇛
氱,氧
氲,氳
氳,氲
氵,水
氶,承拯
氹,凼
氺,水
氻,泐
氼,𣱸溺㲻
氽,汆𣵞
氿,厬㲹𣲄𣲼汍溇𨢇𪶾
汃,豳
汄,㳁
汅,汙沔
汆,氽
汇,匯彙滙
汉,漢𠳾
汊,㲼㳗
汋,勺瀹
汍,洹汎氿汎
汏,汰𣴒𡊌䭾他驮
汒,漭茫𣴭塝洺滂𣶯𫩔潧
汓,泅游
汔,𣲁汽迄
汖,流𣎵
汘,汗
汙,污紆汅汚洿𣴰涴𣽏𥁡䵦
汛,𣲌洒汎㕪泟浸
汜,𣲆涘洍氾
污,汙汚𣱴𣽏
汤,湯
汥,沷
汦,𣹡泯
汧,岍汧
汧,汧
汩,汨𡿯淈
汫,阱
汬,阱穽淨
汭,芮内涒
汮,均沕洵
汯,浤
汱,𣴒洑汰
汴,汳
汵,淦涵喑涀涔
汶,岷渂𣶌𣊽
汷,㳊坻泈𣴁𣲋
汸,淓滂方
汹,洶
汻,滸
汼,鷔牰
汿,沀抒
沀,汿
沄,澐
沆,𣳞
沇,兗㕣沿渷兖
沉,𣲽沈㕪
沋,沈
沔,瀰湎汅𣱴
沕,惚汮泎涮溸溹漝
沗,添滂忝
沘,㴹
沜,溿泮
沝,水
沟,溝泃
沠,㳅派泒
沣,灃
沤,漚
沥,瀝𤃝𬠼
沦,淪
沧,滄
沨,渢𬱾
沩,潙浘
沪,滬濾瀘
沬,昧寐湏𩒳頮沫𧗏靧𩒌𩔁𩉖
沭,𣻚
沯,𣸐砅
沰,𥑀𣶦
沲,沱𣴾
沴,𣳅沵𤄽
沵,濔沴沶
沶,坻沵
沷,汥
泂,迥潁𠖷
泃,沟
泆,失浂夕折蝕
泈,汷
泋,𣸀
泍,泲
泎,沕灂
泐,𣲒氻
泑,釉
泒,𣲖沠
泔,粓
泘,滹浮
泚,玼𣸆
泜,坻渧
泞,濘𤀑
泟,浾汛征
泠,令零伶澪潧
泤,洍
泦,𣳣淗阸𨸰
泧,㳚
泫,洵涓玄
泬,𣲽
泭,桴𣻜
泮,判畔冸沜𣳝頖
泲,濟泍
泴,盥𤃗
泶,澩
泷,瀧𬈭
泸,瀘
泹,沮
泺,濼
泻,瀉潟浰
泼,潑
泽,澤
泾,涇𣲾
泿,𣴡垠
洀,盤
洁,潔絜
洂,𤅇液
洃,溲
洇,凐湮潱湆
洈,胰
洊,薦瀳
洍,汜泤
洏,胹而𪵩
洐,哘
洑,汱澓
洓,漬𣽤𩂺
洔,沚𣻞滯
洕,𣷩
洖,𣵗洖
洖,洖
洚,降𣴗
洜,洛
洠,涘
洡,䣂
洢,伊
洣,渼糢
洤,泉
洦,泊𣶊湐
洧,有
洭,㳝𣶕侊
洮,𣴧淘
洯,潔
洴,泙洴
洴,洴
洷,㴛涇
洹,汍𣵨𣷻
洺,洛汒
洼,窪𣵾漥窐
洿,汙戽
浂,泆
浃,浹
浆,漿
浇,澆
浈,湞
浉,溮筛
浊,濁
测,測
浍,澮
济,濟𣳪
浏,瀏
浐,滻
浑,渾
浒,滸
浓,濃
浔,潯
浕,濜
浖,埒
浗,𥑮
浘,沩湸
浛,𠥴𣻦澏淦涵唅
浟,滺
浡,渤
浢,豆
浥,裛潝
浧,塣澄𣵹𣹽
浰,浬泣泻淚湫𣳪𤉉
浱,漘
浲,漨
浵,𣹊
浺,㳞沖
浻,㴄
浼,凂潣
浽,滖𩃃涹
浾,泟𣵩
浿,𬇙
涀,汵
涁,滲
涂,塗徒途凃𡌘滁
涆,𣵼𣆙
涇,泾經洷
涉,𣥿㴇𣻣渉𣥩𣶵
涊,㲽
涑,漱
涒,汭膯
涔,汵
涖,莅位蒞
涗,涚
涘,汜洠
涚,挩涗
涝,澇
涞,淶
涟,漣
涠,潿
涡,渦
涢,溳
涣,渙奂焕
涤,滌
润,潤𠴍
涧,澗
涨,漲
涩,澀澁濇泣
涪,𣷧
涫,盥㴦
涬,𣷟𣸖
涭,濤
涮,沕漝
涰,啜
涱,漲
涳,𣷆
涴,汙𣹠𤷧𩣵
涶,𣺡唾
涷,湅凍
涹,渦浽
涺,𣲻𣶅
涽,湣
涿,𣵠琢𣄻湪𣽗
淁,潗
淂,得
淄,湽緇𣻲甾
淈,屈滑汩㳷𣽶𣿲
淉,祼
淊,淹涵
淍,周凋
淐,蛟
淓,汸
淖,綽
淗,泦
淚,泪㴃戾涙浰
淛,浙𣹨
淜,𣳷𣻫馮堋
淠,𣴪𣹮
淢,𡿯洫𣴤㳼惐惑
淣,倪
淥,渌洛𡸮
淧,㴵
淩,凌潧
淭,𣸔𣖪
淯,育
淰,諗𣻧淋𢗨𣲙
淲,滮滸
淴,㳷
淶,涞唻𡃤𦳞𨂐
淸,清𠗜𨓽
淼,渺𣳭
淾,飲飮
淿,泊汨
渀,奔
渁,淵
渂,岷汶
渄,湃
渆,淵
渌,𣵌禄漉醁淥漊
渍,漬
渎,瀆
渐,漸
渑,澠
渒,𣴪㵺
渔,漁
渖,瀋
渗,滲浸
渘,柔
渜,湪濡
渞,㳷
渢,沨
渧,啼滴咍泜涕睙𫪭
渪,濡
渰,晻淹𢍡𩃗
渴,𣊅渇𣹈㵣愒竭曷𣊆
渷,沇
渹,𤃫㵾
渻,𣹴𨜜省
渼,洣
渽,𣴮溨
渿,㴎
湀,𣺍
湄,麋靡溦𣾨𣽪𤃰𤃱㵟
湅,涷煉練
湆,湇㳄洇
湇,湆
湈,𣨴沫
湋,𣲗
湌,餐飡飧
湏,沬潣須
湐,泊洦
湑,壻𣷢
湒,濈潗
湓,㖹汾盆
湔,𪷇𣹅𣾥濺灒盞𣾅
湗,葑
湙,㴒
湜,㵓
湞,浈
湣,涽慜愍㬆
湩,重𡦢𠄉
湪,涿渜
湬,湫
湭,泅𦵩
湰,漋
湱,𣶥㶁
湳,𨶯
湴,𣺄埿
湵,𦏇
湷,渾𣻛
湸,哴洸浘浪
湹,瀍
湺,涎
湻,淳
湼,涅
湽,淄
🈵,満
溁,濚
溃,潰
溅,濺
溆,漵
溇,漊氿𪠻
溈,潙
溉,概㮣摡瀣漑
溓,黏濂瀶
溕,濛𣹞
溗,𣽘
溙,汰漆
溚,𣽛
溛,窊㴏漥
溠,渣𤁺
溡,𪶄
溤,馮
溦,湄瀓霺
溧,𣿚
溨,渽
溫,温昷
溬,㳾
溮,浉
溰,皚
